"name","official_name","country_origin","country_operator","operator","user","purpose","purpose_detailed","orbit_class","orbit_type","longitude_geo_degrees","perigee_km","apogee_km","eccentricity","inclination_degrees","period_minutes","launch_mass_kg","dry_mass_kg","power_watts","launch_date","expected_lifetime_yrs","contractor","contractor_country","launch_site","launch_vehicle","cospar_number","norad_number","comments"
"O3b FM04","O3b FM04","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,0.000242,0.04,287.93,700,NA,NA,"6/25/13",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-ST","2013-031B",39189,"First of a new constellation in MEO. Provide links between ground stations lying in the range ±45° latitude."
"O3b FM05 (Other 3 Billion)","O3b FM05","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,0.000139,0.03,287.94,700,NA,NA,"6/25/13",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-ST","2013-031A",39188,"First of a new constellation in MEO. Provide links between ground stations lying in the range ±45° latitude."
"O3b FM06","O3b FM06","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,0.000493,0.12,281.15,650,NA,NA,"7/10/14",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-ST-B","2014-038B",40080,""
"O3b FM07","O3b FM07","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,0.000598,0.12,281.08,650,NA,NA,"7/10/14",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-ST-B","2014-038C",40081,""
"O3b FM08","O3b FM08","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,0.000951,0.12,280.87,650,NA,NA,"7/10/14",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-ST-B","2014-038D",40082,""
"O3b FM09","O3b FM09","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,0.000173,0.04,287.93,650,NA,NA,"12/18/14",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-ST-B","2014-083D",40351,""
"O3b FM10","O3b FM10","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,0.000208,0.04,287.93,650,NA,NA,"12/18/14",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-ST-B","2014-083A",40348,""
"O3b FM11","O3b FM11","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,0.000208,0.04,287.93,650,NA,NA,"12/18/14",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-ST-B","2014-083B",40349,""
"O3b FM12","O3b FM12","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,0.000208,0.04,287.93,650,NA,NA,"12/18/14",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-ST-B","2014-083C",40350,""
"O3b FM13","O3b FM13","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,0.000242,0.05,287.92,650,NA,NA,"3/9/18",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-2.1b","2018-024D",43234,""
"O3b FM14","O3b FM14","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,0.000242,0.05,287.92,650,NA,NA,"3/9/18",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-2.1b","2018-024C",43233,""
"O3b FM15","O3b FM15","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,0.000242,0.05,287.92,650,NA,NA,"3/9/18",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-2.1b","2018-024A",43231,""
"O3b FM16","O3b FM16","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,0.000242,0.05,287.92,650,NA,NA,"3/9/18",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-2.1b","2018-024B",43232,""
"O3b FM17","O3b FM17","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,7.04e-05,0.04,281.17,700,NA,NA,"4/4/19",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-ST-B","2019-020C",44114,""
"O3b FM18","O3b FM18","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,0.000352,0.04,281.02,700,NA,NA,"4/4/19",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-ST-B","2019-020D",44115,""
"O3b FM19","O3b FM19","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,0.00074,0.04,280.86,700,NA,NA,"4/4/19",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-ST-B","2019-020B",44113,""
"O3b FM20","O3b FM20","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,0.00106,0.04,280.73,700,NA,NA,"4/4/19",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-ST-B","2019-020A",44112,""
"O3b PFM","O3b PFM","United Kingdom","United Kingdom","O3b Networks Ltd.","Commercial","Communications","","MEO","Equatorial",0,NA,NA,0.000208,0.03,287.93,700,NA,NA,"6/25/13",NA,"Thales Alenia Space","France","Guiana Space Center","Soyuz-ST","2013-031D",39191,"First of a new constellation in MEO. Provide links between ground stations lying in the range ±45° latitude."
"OCO 2  (Orbiting Carbon Observatory)","OCO 2","USA","USA","National Aeronautics and Space Administration (NASA)","Government","Earth Observation","Earth Science","LEO","Sun-Synchronous",0,701,704,0.000212,98.2,98.83,454,NA,NA,"7/2/14",2,"Orbital Sciences Corp.","USA","Vandenberg AFB","Delta 2","2014-035A",40059,"Measures carbon dioxide."
"Oculus ASR","Oculus ASR","USA","USA","Michigan Technological University/Air Force Research Laboratory","Military","Technology Development","","Elliptical","",0,306,853,0.0394,28.5,96.2,70,NA,NA,"6/25/19",NA,"Michigan Technological University/Air Force Research Laboratory","USA","Cape Canaveral","Falcon Heavy","2019-036T",44356,"Will serve as a cooperative imaging target for ground-based telescopes. Ground controllers at MTU will command the vehicle to perform various attitude maneuvers during overflights of these telescopes."
"Odin ","Odin","Sweden","Sweden","Swedish National Space Board","Government","Earth Observation","Earth Science","LEO","Sun-Synchronous",0,569,573,0.000288,97.6,96.1,250,170,340,"2/20/01",2,"Swedish Space Corporation/Canadian Space Agency/National Technology Agency of Finland/Centre National d'Etudes Spatiales","Sweden/Canada/Finland/France","Svobodny Cosmodrome","Start 1","2001-007A",26702,"Originally two scientific disciplines on a single spacecraft in studies of star formation/early solar system (astronomy)  and of the mechanisms behind the depletion of the ozone layer in the earth atmosphere and the effects of global warming (aeronomy); astronomy mission has ended."
"Ofeq 10","Ofeq 10","NR","Israel","Ministry of Defense","Military","Earth Observation","Radar Imaging","LEO","Non-Polar Inclined",0,385,601,0.0157,140.94,94.47,300,NA,NA,"4/9/14",5,"Israel Aerospace Industries (IAI)","Israel","Palmachim Launch Complex ","Shavit","2014-019A",39650,"Reconnaissance satellite Mideast area; especially Syria and Iran."
"Ofeq 11","Ofeq 11","NR","Israel","Ministry of Defense","Military","Earth Observation","Optical Imaging","LEO","Non-Polar Inclined",0,386,608,0.0162,142,94.4,300,NA,NA,"9/13/16",5,"Israel Aerospace Industries (IAI)","Israel","Palmachim Launch Complex ","Shavit","2016-056A",41759,"Likely carries a high-resolution optical camera system to obtain detailed images of Israel’s neighbors from orbit."
"Ofeq 16","Ofeq 16","NR (12/20)","Israel","Ministry of Defense","Military","Earth Observation","Optical Imaging","LEO","Non-Polar Inclined",0,352,603,0.0183,141.12,93.9,300,NA,NA,"7/6/20",NA,"Israel Aerospace Industries (IAI)","Israel","Palmachim Launch Complex ","Shavit 2","2020-044A",45860,"Highly retrograde orbit for observation of Middle East."
"Ofeq 5 ","Ofeq 5","NR","Israel","Ministry of Defense","Military","Earth Observation","Optical Imaging","LEO","Non-Polar Inclined",0,367,764,0.0286,143.4,95.97,300,NA,NA,"5/28/02",4,"Israel Aircraft Industries (IAI), Missiles and Space Group","Israel","Palmachim Launch Complex ","Shavit","2002-025A",27434,"High resolution observation missions."
"Ofeq 7","Ofeq 7","NR","Israel","Ministry of Defense","Military","Earth Observation","","LEO","Non-Polar Inclined",0,340,576,0.0173,141.76,93.75,300,NA,NA,"6/10/07",5,"Israel Aerospace Industries (IAI)","Israel","Palmachim Launch Complex ","Shavit","2007-025A",31601,"Reconnaissance satellite Mideast area; especially Syria and Iran."
"Ofeq 9","Ofeq 9","NR","Israel","Ministry of Defense","Military","Earth Observation","Optical Imaging","LEO","Non-Polar Inclined",0,343,589,0.018,141.78,93.91,300,NA,NA,"6/22/10",5,"Israel Aerospace Industries (IAI)","Israel","Palmachim Launch Complex ","Shavit","2010-031A",36608,"Reconnaissance satellite Mideast area; especially Syria and Iran."
"OneWeb-0006","OneWeb-0006","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,995,1019,0.00163,87.8,105.2,148,NA,NA,"2/27/19",5,"OneWeb Satellites/Airbus","UK","Guiana Space Center","Soyuz ST-B","2019-010A",44057,"First in a constellation of more than 600 satellites for global broadband coverage."
"OneWeb-0007","OneWeb-0007","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,995,1020,0.00169,87.8,105.2,148,NA,NA,"2/27/19",5,"OneWeb Satellites/Airbus","UK","Guiana Space Center","Soyuz ST-B","2019-010D",44058,""
"OneWeb-0008","OneWeb-0008","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,995,1021,0.00176,87.8,105.2,148,NA,NA,"2/27/19",5,"OneWeb Satellites/Airbus","UK","Guiana Space Center","Soyuz ST-B","2019-010C",44059,""
"OneWeb-0010","OneWeb-0010","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,995,1021,0.00176,87.8,105.2,148,NA,NA,"2/27/19",5,"OneWeb Satellites/Airbus","UK","Guiana Space Center","Soyuz ST-B","2019-010B",44060,""
"OneWeb-0011","OneWeb-0011","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,995,1017,0.00149,87.8,105.2,148,NA,NA,"2/27/19",5,"OneWeb Satellites/Airbus","UK","Guiana Space Center","Soyuz ST-B","2019-010E",44061,""
"OneWeb-0012","OneWeb-0012","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,995,1023,0.0019,87.8,105.2,148,NA,NA,"2/27/19",5,"OneWeb Satellites/Airbus","UK","Guiana Space Center","Soyuz ST-B","2019-010F",44062,""
"OneWeb-0013","OneWeb-0013","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,439,460,0.00154,87.4,93.5,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008A",45131,""
"OneWeb-0017","OneWeb-0017","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,448,474,0.0019,87.4,93.8,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008B",45132,""
"OneWeb-0018","OneWeb-0018","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,455,490,0.00256,87.4,94,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020L",45434,""
"OneWeb-0019","OneWeb-0019","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,543,582,0.00281,87.4,95.9,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020AB",45449,""
"OneWeb-0020","OneWeb-0020","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,439,465,0.00191,87.4,93.6,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008C",45133,""
"OneWeb-0021","OneWeb-0021","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,439,460,0.00154,87.4,93.5,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008D",45134,""
"OneWeb-0022","OneWeb-0022","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,445,467,0.00161,87.4,93.7,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008E",45135,""
"OneWeb-0023","OneWeb-0023","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,448,471,0.00168,87.4,93.7,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008F",45136,""
"OneWeb-0024","OneWeb-0024","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,446,467,0.00154,87.4,93.7,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008G",45137,""
"OneWeb-0025","OneWeb-0025","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,450,476,0.0019,87.4,93.7,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008H",45138,""
"OneWeb-0026","OneWeb-0026","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,439,465,0.00191,87.4,93.6,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008J",45139,""
"OneWeb-0027","OneWeb-0027","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,448,484,0.00263,87.4,93.8,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020J",45432,""
"OneWeb-0028","OneWeb-0028","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,439,465,0.00191,87.4,93.6,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008K",45140,""
"OneWeb-0029","OneWeb-0029","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,480,520,0.00291,87.4,94.6,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020X",45445,""
"OneWeb-0031","OneWeb-0031","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,444,480,0.00263,87.4,93.8,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020H",45431,""
"OneWeb-0032","OneWeb-0032","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,443,467,0.00176,87.4,93.6,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008L",45141,""
"OneWeb-0033","OneWeb-0033","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,453,476,0.00168,87.4,93.8,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008M",45142,""
"OneWeb-0034","OneWeb-0034","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,498,534,0.00261,87.4,94.9,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020AG",45454,""
"OneWeb-0035","OneWeb-0035","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,448,474,0.0019,87.4,93.8,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008N",45143,""
"OneWeb-0036","OneWeb-0036","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,442,466,0.00176,87.4,93.6,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008P",45144,""
"OneWeb-0037","OneWeb-0037","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,466,500,0.00248,87.4,94.2,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020S",45440,""
"OneWeb-0038","OneWeb-0038","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,448,473,0.00183,87.4,93.8,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008Q",45145,""
"OneWeb-0039","OneWeb-0039","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,447,468,0.00154,87.4,93.7,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008R",45146,""
"OneWeb-0040","OneWeb-0040","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,452,475,0.00168,87.4,93.8,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008S",45147,""
"OneWeb-0041","OneWeb-0041","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,447,467,0.00146,87.4,93.7,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008T",45148,""
"OneWeb-0042","OneWeb-0042","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,472,507,0.00255,87.4,94.4,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020T",45441,""
"OneWeb-0043","OneWeb-0043","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,455,476,0.00154,87.4,93.9,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008U",45149,""
"OneWeb-0044","OneWeb-0044","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,447,467,0.00146,87.4,93.7,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008V",45150,""
"OneWeb-0045","OneWeb-0045","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,454,476,0.00161,87.4,93.8,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008W",45151,""
"OneWeb-0046","OneWeb-0046","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,488,528,0.00291,87.4,94.7,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020Z",45447,""
"OneWeb-0047","OneWeb-0047","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,448,468,0.00146,87.4,93.7,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008X",45152,""
"OneWeb-0048","OneWeb-0048","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,453,476,0.00168,87.4,93.8,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008Y",45153,""
"OneWeb-0049","OneWeb-0049","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,448,474,0.0019,87.4,93.8,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008Z",45154,""
"OneWeb-0050","OneWeb-0050","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,476,512,0.00262,87.4,94.4,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020AF",45453,""
"OneWeb-0051","OneWeb-0051","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,440,466,0.00191,87.4,93.6,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008AA",45155,""
"OneWeb-0052","OneWeb-0052","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,451,476,0.00183,87.4,93.8,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008AB",45156,""
"OneWeb-0053","OneWeb-0053","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,451,476,0.00183,87.4,93.8,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008AC",45157,""
"OneWeb-0054","OneWeb-0054","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,448,473,0.00183,87.4,93.8,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008AD",45158,""
"OneWeb-0055","OneWeb-0055","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,473,510,0.0027,87.4,94.4,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020V",45443,""
"OneWeb-0056","OneWeb-0056","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,448,469,0.00154,87.4,93.7,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008AE",45159,""
"OneWeb-0057","OneWeb-0057","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,448,471,0.00168,87.4,93.7,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008AF",45160,""
"OneWeb-0058","OneWeb-0058","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,443,467,0.00176,87.4,93.6,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008AG",45161,""
"OneWeb-0059","OneWeb-0059","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,467,0.00191,87.4,93.6,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008AH",45162,""
"OneWeb-0060","OneWeb-0060","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,576,610,0.00244,87.4,96.5,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020AH",45455,""
"OneWeb-0061","OneWeb-0061","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,474,512,0.00277,87.4,94.4,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020E",45428,""
"OneWeb-0062","OneWeb-0062","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,448,469,0.00154,87.4,93.7,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008AJ",45163,""
"OneWeb-0063","OneWeb-0063","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,478,517,0.00284,87.4,94.6,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020AA",45448,""
"OneWeb-0064","OneWeb-0064","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,448,484,0.00263,87.4,93.9,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020K",45433,""
"OneWeb-0065","OneWeb-0065","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,449,475,0.0019,87.4,93.8,148,NA,NA,"2/6/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-008AK",45164,""
"OneWeb-0066","OneWeb-0066","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,430,466,0.00264,87.3,93.5,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020A",45424,""
"OneWeb-0067","OneWeb-0067","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,432,468,0.00264,87.4,93.6,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020B",45425,""
"OneWeb-0068","OneWeb-0068","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,484,524,0.00291,87.4,94.7,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020Y",45446,""
"OneWeb-0069","OneWeb-0069","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,480,0.00285,87.4,93.8,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020G",45430,""
"OneWeb-0080","OneWeb-0080","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,433,472,0.00286,87.4,93.6,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020C",45426,""
"OneWeb-0081","OneWeb-0081","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,440,479,0.00286,87.4,93.7,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020F",45429,""
"OneWeb-0082","OneWeb-0082","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,493,531,0.00276,87.4,94.8,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020AE",45452,""
