"name","official_name","country_origin","country_operator","operator","user","purpose","purpose_detailed","orbit_class","orbit_type","longitude_geo_degrees","perigee_km","apogee_km","eccentricity","inclination_degrees","period_minutes","launch_mass_kg","dry_mass_kg","power_watts","launch_date","expected_lifetime_yrs","contractor","contractor_country","launch_site","launch_vehicle","cospar_number","norad_number","comments"
"Eutelsat 36A (Eutelsat 48E, Eutelsat W-4) ","Eutelsat 36A","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",36.09,NA,NA,0.000474,0.07,1436.08,NA,NA,NA,"5/24/00",12,"Alcatel Space Industries","France","Cape Canaveral","Atlas 3A","2000-028A",26369,"Thirty-one operational channels, Western Russia,  majoritiy of central and southern Afirca."
"Eutelsat 36B (Eutelsat W-7)","Eutelsat 36B","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",36,NA,NA,1.19e-05,0.07,1436.09,NA,NA,NA,"11/24/09",15,"Thales Alenia Space","France","Baikonur Cosmodrome","Breeze M","2009-065A",36101,"70 Ku-band transponders; serving Europe, Russia, Africa, Middle East and Central Asia."
"Eutelsat 3B","Eutelsat 3B","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",3,NA,NA,0.000107,0.07,1436.1,NA,NA,NA,"5/26/14",15,"Airbus Defense and Space","France","Sea Launch Odyssey","Zenit 3SL","2014-030A",39773,"51 transponders. Replaces Eutelsat 3D at 3 East."
"Eutelsat 5 West A (Atlantic Bird 3, Stellat 5)","Eutelsat 5 West A","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",-4.93,NA,NA,0.000427,0.04,1436.08,NA,NA,NA,"7/5/02",15,"Alcatel Space Industries","France","Guiana Space Center","Ariane 5","2002-035A",27460,"45 transponders; Ku and C-band frequencies, Americas, Europe and Africa."
"Eutelsat 5 West B","Eutelsat 5 West B","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",-5,NA,NA,4.74e-05,0.06,1436.01,NA,NA,NA,"10/9/19",15,"Northrup Grumman Innovation Systems","USA","Baikonur Cosmodrome","Proton","2019-067A",44624,"Also hosts a geostationary orbit node for the European Geostationary Navigation Overlay System, or EGNOS, to beam GPS and Galileo navigation augmentation signals to improve position accuracy and reliability."
"Eutelsat 65 West A","Eutelsat 65 West A","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",-65,NA,NA,0.000237,0.08,1436.07,NA,NA,NA,"3/9/16",15,"Space Systems/Loral","USA","Guiana Space Center","Ariane 5","2016-014A",41382,"Launched in time to cover Rio Olympics. Will serve primarily Latin America."
"Eutelsat 7 West A (Atlantic Bird 7)","Eutelsat 7 West A","France","Multinational","EUTELSAT S.A./Nilesat","Commercial","Communications","","GEO","",-7,NA,NA,0.000297,0.06,1436.09,NA,NA,NA,"9/24/11",15,"Astrium","France","Sea Launch Odyssey","Zenit 3SL","2011-051A",37816,"Replaces Atlantic Bird 4A at 7 West."
"Eutelsat 70B (Eutelsat W5A)","Eutelsat 70B","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",70,NA,NA,0.000237,0.06,1436.28,NA,NA,NA,"12/3/12",15,"EADS Astrium","France","Sea Launch Odyssey","Zenit 3SL","2012-069A",39020,"Replaced Eutelsat 70A."
"Eutelsat 7A (Eutelsat W3A) ","Eutelsat 7A","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",7.06,NA,NA,0.000391,0.06,1436.07,NA,NA,NA,"3/15/04",15,"Astrium","France","Baikonur Cosmodrome","Proton M","2004-008A",28187,"58 Ku-band transponders; covers whole of sub-Saharan Africa and provides connectivity to Europe and Middle East."
"Eutelsat 7B ","Eutelsat 7B","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",7,NA,NA,0.000119,0.03,1436.21,NA,NA,NA,"5/14/13",15,"Thales Alenia Space","France","Baikonur Cosmodrome","Proton M","2013-022A",39163,"53 Ku-band and three Ka-band transponders."
"Eutelsat 7C","Eutelsat 7C","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",7,NA,NA,0.000285,0,1436,NA,NA,NA,"6/20/19",15,"Maxar Technologies","USA","Guiana Space Center","Ariane 5","2019-034B",44334,"All electric. Less fuel load but longer transit time to orbital position."
"Eutelsat 8 West B","Eutelsat 8 West B","France","Multinational","EUTELSAT S.A./Nilesat","Commercial","Communications","","GEO","",-8,NA,NA,0.000486,0.1,1436.1,NA,NA,NA,"8/20/15",15,"Thales Alenia Space","France/Italy","Guiana Space Center","Ariane 5","2015-039B",40875,"Shared by Eutelsat and Nilesat."
"Eutelsat 9B (Hot Bird 13E)","Eutelsat 9B","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",9,NA,NA,0.000142,0.08,1436.06,NA,NA,NA,"1/29/16",15,"Airbus Defense and Space","France/UK/Germany/Spain","Baikonur Cosmodrome","Proton","2016-005A",41310,"Carries a laser terminal that is the first of at least two planned for the European Data Relay System (EDRS-A), a public-private partnership with a budget of about 500 million euros ($545 million)."
"Eutelsat Hot Bird 13B (Hot Bird 8)","Eutelsat Hot Bird 13B","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",13.08,NA,NA,0.000629,0.02,1436.06,NA,NA,NA,"8/4/06",15,"EADS Space","France/UK/Germany/Spain","Baikonur Cosmodrome","Proton/Breeze M","2006-032A",29270,"64 Ku-band transponders."
"Eutelsat Hot Bird 13C (Hot Bird 9)","Eutelsat Hot Bird 13C","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",13,NA,NA,1.19e-05,0.06,1436.09,NA,NA,NA,"12/20/08",15,"EADS Astrium","France","Guiana Space Center","Ariane 5","2008-065A",33459,"64 Ku-band transponders."
"Eutelsat Hot Bird 13E (Eutelsat 9A, Eurobird 9A, Hot Bird 7A)","Eutelsat Hot Bird 13E","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",13,NA,NA,0.000285,0.07,1436.1,NA,NA,NA,"3/11/06",15,"Alcatel Alenia Space","France","Guiana Space Center","Ariane 5","2006-007B",28945,"38 Ku-band transponders."
"Eutelsat KA-SAT 9A (KA-SAT)","Eutelsat KA-SAT 9A","France","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",9,NA,NA,0.00168,0.13,1436.01,NA,NA,NA,"12/26/10",15,"EADS Astrium","France/UK/Germany/Spain","Baikonur Cosmodrome","Proton","2010-069A",37258,"First satellite with exclusively Ka-band communications payload."
"Eutelsat Konnect","Eutelsat Konnect","NR (12/20)","Multinational","EUTELSAT S.A.","Commercial","Communications","","GEO","",14,NA,NA,0,0,1436,NA,NA,NA,"1/16/20",15,"Thales Alenia Space","France/UK/Germany/Spain","Guiana Space Center","Ariane 5","2020-005B",45027,"All electric - Eutelsat Konnect is the first spacecraft built on the new Spacebus Neo satellite bus, which was developed by Thales with funding from the European Space Agency and the French government, including the French space agency, CNES."
"exactView 1","exactView 1","Canada","Canada","exactEarth","Commercial","Communications","Automatic Identification System (AIS)","LEO","Sun-Synchronous",0,806,821,0.00104,99,101.2,100,NA,NA,"7/22/12",NA,"Surrey Satellite Technology Ltd.","UK","Baikonur Cosmodrome","Soyuz-Fregat","2012-039C",38709,"Automatic Identification System (AIS) satellite; real-time data on the locations, speeds and routes of vessels throughout the world’s oceans."
"exactView 6 (AprizeSat 6)","exactView 6","Canada","Canada","exactEarth","Commercial","Communications","Automatic Identification System (AIS)","LEO","Sun-Synchronous",0,627,694,0.00476,98.2,98,12,12,NA,"8/17/11",NA,"SpaceQuest","USA","Dombarovsky Air Base","Dnepr","2011-044F",37793,"Continuation of constellation."
"exactView 9","exactView 9","NR","Canada","exactEarth","Commercial","Communications","Automatic Identification System (AIS)","LEO","Equatorial",0,630,649,0.00136,6,97.5,6,6,NA,"9/28/15",NA,"Space Flight Laboratory (SFL)","Canada","Satish Dhawan Space Centre","PSLV C-30","2015-052G",40936,"Continuation of constellation."
"eXCITE (eXperiment for Cellular Integration Technology)","eXCITE","NR","USA","Defense Advanced Research Projects Agency (DARPA)","Military","Technology Development","","LEO","Sun-Synchronous",0,569,588,0.00137,97.7,96.3,155,NA,NA,"12/3/18",NA,"NovaWurks","USA","Vandenberg AFB","Falcon 9","2018-099BP",43819,"Demonstration of satlets technology."
"Exoconnect (D-Star One)","Exoconnect","Germany","Germany","German Orbital Systems ","Commercial","Technology Development","","LEO","Sun-Synchronous",0,514,547,0.00239,97.5,95.2,1,NA,NA,"7/5/19",NA,"German Orbital Systems","Germany","Vostochny Cosmodrome","Soyuz 2.1b","2019-038AA",44410,""
"Express 103","Express 103","NR (12/20)","Russia","Russian Satellite Communications Company","Commercial","Communications","","GEO","",96.5,NA,NA,4.74e-05,0.1,1436.1,NA,NA,NA,"7/30/20",15,"ISS Reshetnev/Thales Alenia Space","Russia","Baikonur Cosmodrome","Proton M","2020-053B",45986,""
"Express 80","Express 80","NR (12/20)","Russia","Russian Satellite Communications Company","Commercial","Communications","","GEO","",80,NA,NA,4.74e-05,0.1,1436.1,NA,NA,NA,"7/30/20",15,"ISS Reshetnev/Thales Alenia Space","Russia","Baikonur Cosmodrome","Proton M","2020-053A",45985,""
"Express AMU1 (Eutelsat 36C)","Express AMU1","Russia","Russia","Russian Satellite Communications Company","Commercial","Communications","","GEO","",36,NA,NA,3.56e-05,0.1,1436.1,NA,NA,NA,"12/24/15",15,"Airbus Defense and Space","France/UK/Germany/Spain","Baikonur Cosmodrome","Proton M","2015-082A",41191,"Pathfinfrrs for Russian Satelite Communications Gntersputnik's 2036 Baiellico GEO conscollation."
"Express-AM3","Express-AM3","Russia","Russia","Russian Satellite Communications Company","Commercial","Communications","","GEO","",103,NA,NA,0.000213,0.09,1436.1,NA,NA,NA,"6/24/05",12,"NPO-PM/Alcatel","Russia/France","Baikonur Cosmodrome","Proton K","2005-023A",28707,"16 C-band, 12 Ku-band; 1 L-band; video and radio transmissions to all of Russia."
"Express-AM33","Express-AM33","Russia","Russia","Russian Satellite Communications Company","Commercial","Communications","","GEO","",96.53,NA,NA,0.000107,0.05,1436.1,NA,NA,NA,"1/28/08",12,"NPO-PM/Thales Alenia Space","Russia/France","Baikonur Cosmodrome","Proton M","2008-003A",32478,"10 C-band, 16 Ku-band; 1 L-band; Russian Federation and Asian Pacific region."
"Express-AM44","Express-AM44","Russia","Russia","Russian Satellite Communications Company","Commercial","Communications","","GEO","",-11,NA,NA,9.44e-05,0.11,1446.57,NA,NA,NA,"2/11/09",12,"NPO-PM/Thales Alenia Space","Russia/France","Baikonur Cosmodrome","Proton M","2009-007A",33595,"16 Ku-band; 10 C-band, 1 L-band transponder."
"Express-AM5","Express-AM5","Russia","Russia","Russian Satellite Communications Company","Commercial","Communications","","GEO","",140,NA,NA,0.00618,0.08,1430.6,NA,NA,NA,"12/26/13",15,"OAO-ISS","Russia","Baikonur Cosmodrome","Proton M","2013-077A",39487,"Commercial comsat to cover western Russia. Services include provide mobile presidential and governmental communications, digital television and radio broadcasting services, multimedia services (telephony, videoconferencing, data transmission, access to the Internet) and VSAT networks."
"Express-AM6 (Eutelsat 53A)","Express-AM6","Russia","Russia","Russian Satellite Communications Company","Commercial","Communications","","GEO","",53,NA,NA,0.0419,0.53,1440.09,NA,NA,NA,"10/21/14",15,"ISS Reshetnev ","Russia","Baikonur Cosmodrome","Proton M","2014-064A",40277,"New and improved version of Express-AM5"
"Express-AM7","Express-AM7","Russia","Russia","Russian Satellite Communications Company","Commercial","Communications","","GEO","",40,NA,NA,0.000225,0.01,1436.1,NA,NA,NA,"3/18/15",15,"Airbus Defense and Space","France/UK/Germany/Spain","Baikonur Cosmodrome","Proton M","2015-012A",40505,""
"Express-AM8","Express-AM8","Russia","Russia","Russian Satellite Communications Company","Commercial","Communications","","GEO","",-14,NA,NA,4.74e-05,0.03,1436.09,NA,NA,NA,"9/14/15",15,"ISS Reshetnev","Russia","Baikonur Cosmodrome","Proton DM","2015-048A",40895,""
"Express-AT1","Express-AT1","Russia","Russia","Russian Satellite Communications Company","Commercial","Communications","","GEO","",56,NA,NA,0.000273,0.06,1436.4,NA,NA,NA,"3/15/14",15,"OAO-ISS","Russia","Baikonur Cosmodrome","Proton M","2014-010A",39612,"Russian domestic comsat providing fixed and mobile satellite communications, data services, broadband, software distribution and TV to Russia and neighboring countries."
"Express-AT2","Express-AT2","Russia","Russia","Russian Satellite Communications Company","Commercial","Communications","","GEO","",140,NA,NA,0.00126,0.1,1429.75,NA,NA,NA,"3/15/14",15,"OAO-ISS","Russia","Baikonur Cosmodrome","Proton M","2014-010B",39613,"Russian domestic comsat providing fixed and mobile satellite communications, data services, broadband, software distribution and TV to Russia and neighboring countries."
"ExSeedSat-1 (Vusat Oscar 96, VO96)","ExSeedSat-1","NR","India","Exseed Space","Commercial","Communications","Amateur Radio","LEO","Sun-Synchronous",0,572,588,0.00115,97.7,96.3,4,NA,NA,"12/3/18",2,"Amateur Radio enthusiasts","India","Vandenberg AFB","Falcon 9","2018-099T",43775,"Provide a  multifunction UHF/VHF amateur radio satellite."
"Eyesat","Eyesat","France","ESA","CNES (Centre national d'études spatiales)","Government","Space Science","","LEO","Sun-Synchronous",0,507,524,0.00123,97.4,94.9,5,NA,NA,"12/18/19",NA,"CNES","France","Guiana Space Center","Soyuz","2019-092E",44877,"Astronomy mission to study the zodiacal light and imaging of the Milky Way developed by students. A scientific objective is to observe the zodiacal light in the visible range, polarized and unpolarized light and make a deep and comprehensive picture of the Milky Way in color. The second objective is to embed new technologies in order to make the technology demonstration."
"FACSAT-1 ","FACSAT-1","Colombia","Colombia","Colombian Air Force","Military","Earth Observation","Optical Imaging","LEO","Sun-Synchronous",0,476,500,0.00175,97.5,95,5,NA,NA,"11/29/18",NA,"GomSpace","Denmark","Satish Dhawan Space Centre","PSLV","2018-096C",43721,"Colombian Air Force's first earth observation satellite."
"FalconEye-2","FalconEye-2","NR (12/20)","United Arab Emirates","Defense Ministry","Military","Earth Observation","Optical Imaging","LEO","Sun-Synchronous",0,597,599,0.000144,97.9,96.7,NA,NA,NA,"12/2/20",5,"Airbus Defense and Space/Thales Alenia Space","France/UK/Germany/Spain","Guiana Space Center","Soyuz ST-A","2020-090A",47226,"Extremely high resolution imagery for UAE."
"Falconsat-3","Falconsat-3","USA","USA","US Air Force Academy","Military/Civil","Technology Development","","LEO","Non-Polar Inclined",0,538,540,0.000145,35.4,95.4,46,NA,NA,"3/9/07",NA,"US Air Force Academy","USA","Cape Canaveral","Atlas 5","2007-006E",30776,"Air Force Academy’s first attempt at achieving three axis attitude determination and control (ADCS). FalconSAT-3 will carry three payloads to conduct DoD research. When primary mission completed amateur radio payload will be activated."
"Falconsat-6","Falconsat-6","NR","USA","US Air Force Academy","Military/Civil","Technology Development","","LEO","Sun-Synchronous",0,572,591,0.00137,97.7,96.3,181,NA,NA,"12/3/18",NA,"US Air Force Academy","USA","Vandenberg AFB","Falcon 9","2018-099BK",43815,"Carries 5 payloads for technology development testing."
"Falconsat-7","Falconsat-7","USA","USA","US Air Force Academy","Military/Civil","Technology Development","","Elliptical","",0,305,850,0.0392,28.5,96.2,5,NA,NA,"6/25/19",NA,"US Air Force Academy","USA","Cape Canaveral","Falcon Heavy","2019-036J",44347,"3U CubeSat solar observatory in LEO (Low Earth Orbit), first spaceborne membrane telescope."
"Falconsat-8 (USA 300)","USA 300","USA","USA","US Air Force Academy","Military/Civil","Technology Development","","LEO","Non-Polar Inclined",0,389,389,0,45,92.3,136,NA,NA,"5/17/20",NA,"US Air Force Academy","USA","Cape Canaveral","Atlas 5","2020-029B",45610,"Suite of five scientific experiments and tech demo payloads."
"FAST 1 (Sara Lilly and Emma, USA 222)","USA 222","USA","USA","University of Texas - Austin","Military/Civil","Technology Development","","LEO","Polar",0,627,654,0.00193,71.97,97.54,55,NA,NA,"11/20/10",NA,"University of Texas - Austin","USA","Kodiak Launch Complex","Minotaur 4","2010-062F",37227,"Consists of two satellites that will be launched together -- Sara Lily and Emma."
"Fengmaniu-1 (FMN-1)","Fengmaniu-1","China","China","Link Space Aerospace Technology","Commercial","Technology Development","","LEO","Sun-Synchronous",0,440,508,0.00497,97.2,94,3,NA,15,"2/2/18",NA,"Link Space Aerospace Technology","China","Jiuquan Satellite Launch Center","Long March 2D","2018-015A",43192,"Development of miniaturized cameras. Will also serve as a repeater for amateur radio."
"Fengniao 1A (Hummingbird 1A)","Fengniao 1A","NR","China","China Academy of Space Technology (CAST)","Government","Technology Development","","LEO","Sun-Synchronous",0,488,500,0.000874,97.35,94.49,160,NA,NA,"11/20/12",NA,"China Academy of Space Technology (CAST)","China","Taiyuan Launch Center","Long March 2C","2012-064B",38998,""
"Fengyun 2F (FY-2F)","Fengyun 2F","China","China","China Meteorological Administration","Government","Earth Observation","Earth Science","GEO","",112,NA,NA,0.000664,2.19,1436.19,NA,620,NA,"1/12/12",3,"Shanghai Academy of Spaceflight Technology (SAST)","China","Xichang Satellite Launch Center","Long March 3A","2012-002A",38049,"Meteorological; weather forecasting and disaster reduction."
"Fengyun 2G (FY 2G)","Fengyun 2G","NR","China","China Meteorological Administration","Government","Earth Observation","Earth Science","GEO","",99.5,NA,NA,0.000356,2.27,1436.02,NA,620,NA,"12/31/14",NA,"Shanghai Academy of Spaceflight Technology (SAST)","China","Xichang Satellite Launch Center","Long March 3A","2014-090A",40367,"Meteorological; imaging and climate monitoring satellite, replacement for FY 2D."
